"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM02C4","Highest Temperature","201412","2014M12","008","Dublin airport","Degrees C","13.2"
"MTM02C4","Highest Temperature","201412","2014M12","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201412","2014M12","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201412","2014M12","011","Malin head","Degrees C","11.5"
"MTM02C4","Highest Temperature","201412","2014M12","012","Mullingar","Degrees C","12.2"
"MTM02C4","Highest Temperature","201412","2014M12","013","Roches Point","Degrees C","13.2"
"MTM02C4","Highest Temperature","201412","2014M12","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201412","2014M12","015","Shannon airport","Degrees C","13.5"
"MTM02C4","Highest Temperature","201501","2015M01","001","Belmullet","Degrees C","12.4"
"MTM02C4","Highest Temperature","201501","2015M01","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201501","2015M01","003","Valentia Observatory","Degrees C","14"
"MTM02C4","Highest Temperature","201501","2015M01","004","Casement","Degrees C","14.8"
"MTM02C4","Highest Temperature","201501","2015M01","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201501","2015M01","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201501","2015M01","007","Cork airport","Degrees C","13.8"
"MTM02C4","Highest Temperature","201501","2015M01","008","Dublin airport","Degrees C","14.4"
"MTM02C4","Highest Temperature","201501","2015M01","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201501","2015M01","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201501","2015M01","011","Malin head","Degrees C","13.1"
"MTM02C4","Highest Temperature","201501","2015M01","012","Mullingar","Degrees C","13.5"
"MTM02C4","Highest Temperature","201501","2015M01","013","Roches Point","Degrees C","13.5"
"MTM02C4","Highest Temperature","201501","2015M01","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201501","2015M01","015","Shannon airport","Degrees C","14.7"
"MTM02C4","Highest Temperature","201502","2015M02","001","Belmullet","Degrees C","11.1"
"MTM02C4","Highest Temperature","201502","2015M02","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201502","2015M02","003","Valentia Observatory","Degrees C","12.3"
"MTM02C4","Highest Temperature","201502","2015M02","004","Casement","Degrees C","13.2"
"MTM02C4","Highest Temperature","201502","2015M02","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201502","2015M02","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201502","2015M02","007","Cork airport","Degrees C","13.6"
"MTM02C4","Highest Temperature","201502","2015M02","008","Dublin airport","Degrees C","12.6"
"MTM02C4","Highest Temperature","201502","2015M02","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201502","2015M02","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201502","2015M02","011","Malin head","Degrees C","12.2"
"MTM02C4","Highest Temperature","201502","2015M02","012","Mullingar","Degrees C","13.2"
"MTM02C4","Highest Temperature","201502","2015M02","013","Roches Point","Degrees C","14.2"
"MTM02C4","Highest Temperature","201502","2015M02","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201502","2015M02","015","Shannon airport","Degrees C","12.5"
"MTM02C4","Highest Temperature","201503","2015M03","001","Belmullet","Degrees C","13"
"MTM02C4","Highest Temperature","201503","2015M03","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201503","2015M03","003","Valentia Observatory","Degrees C","12.8"
"MTM02C4","Highest Temperature","201503","2015M03","004","Casement","Degrees C","13.8"
"MTM02C4","Highest Temperature","201503","2015M03","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201503","2015M03","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201503","2015M03","007","Cork airport","Degrees C","14"
"MTM02C4","Highest Temperature","201503","2015M03","008","Dublin airport","Degrees C","14.2"
"MTM02C4","Highest Temperature","201503","2015M03","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201503","2015M03","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201503","2015M03","011","Malin head","Degrees C","12.3"
"MTM02C4","Highest Temperature","201503","2015M03","012","Mullingar","Degrees C","14.7"
"MTM02C4","Highest Temperature","201503","2015M03","013","Roches Point","Degrees C","14"
"MTM02C4","Highest Temperature","201503","2015M03","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201503","2015M03","015","Shannon airport","Degrees C","14.6"
"MTM02C4","Highest Temperature","201504","2015M04","001","Belmullet","Degrees C","17.8"
"MTM02C4","Highest Temperature","201504","2015M04","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201504","2015M04","003","Valentia Observatory","Degrees C","20.2"
"MTM02C4","Highest Temperature","201504","2015M04","004","Casement","Degrees C","19.1"
"MTM02C4","Highest Temperature","201504","2015M04","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201504","2015M04","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201504","2015M04","007","Cork airport","Degrees C","16.4"
"MTM02C4","Highest Temperature","201504","2015M04","008","Dublin airport","Degrees C","18.1"
"MTM02C4","Highest Temperature","201504","2015M04","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201504","2015M04","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201504","2015M04","011","Malin head","Degrees C","17.6"
"MTM02C4","Highest Temperature","201504","2015M04","012","Mullingar","Degrees C","19.2"
"MTM02C4","Highest Temperature","201504","2015M04","013","Roches Point","Degrees C","15.3"
"MTM02C4","Highest Temperature","201504","2015M04","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201504","2015M04","015","Shannon airport","Degrees C","20"
"MTM02C4","Highest Temperature","201505","2015M05","001","Belmullet","Degrees C","18"
"MTM02C4","Highest Temperature","201505","2015M05","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201505","2015M05","003","Valentia Observatory","Degrees C","16.5"
"MTM02C4","Highest Temperature","201505","2015M05","004","Casement","Degrees C","18.5"
"MTM02C4","Highest Temperature","201505","2015M05","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201505","2015M05","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201505","2015M05","007","Cork airport","Degrees C","18.5"
"MTM02C4","Highest Temperature","201505","2015M05","008","Dublin airport","Degrees C","18.4"
"MTM02C4","Highest Temperature","201505","2015M05","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201505","2015M05","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201505","2015M05","011","Malin head","Degrees C","15.1"
"MTM02C4","Highest Temperature","201505","2015M05","012","Mullingar","Degrees C","17"
"MTM02C4","Highest Temperature","201505","2015M05","013","Roches Point","Degrees C","18.6"
"MTM02C4","Highest Temperature","201505","2015M05","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201505","2015M05","015","Shannon airport","Degrees C","18.3"
"MTM02C4","Highest Temperature","201506","2015M06","001","Belmullet","Degrees C","18.3"
"MTM02C4","Highest Temperature","201506","2015M06","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201506","2015M06","003","Valentia Observatory","Degrees C","18.5"
"MTM02C4","Highest Temperature","201506","2015M06","004","Casement","Degrees C","25.4"
"MTM02C4","Highest Temperature","201506","2015M06","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201506","2015M06","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201506","2015M06","007","Cork airport","Degrees C","21.5"
"MTM02C4","Highest Temperature","201506","2015M06","008","Dublin airport","Degrees C","24.7"
"MTM02C4","Highest Temperature","201506","2015M06","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201506","2015M06","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201506","2015M06","011","Malin head","Degrees C","24.7"
"MTM02C4","Highest Temperature","201506","2015M06","012","Mullingar","Degrees C","23.2"
"MTM02C4","Highest Temperature","201506","2015M06","013","Roches Point","Degrees C","21.3"
"MTM02C4","Highest Temperature","201506","2015M06","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201506","2015M06","015","Shannon airport","Degrees C","22.9"
"MTM02C4","Highest Temperature","201507","2015M07","001","Belmullet","Degrees C","22.8"
"MTM02C4","Highest Temperature","201507","2015M07","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201507","2015M07","003","Valentia Observatory","Degrees C","20.5"
"MTM02C4","Highest Temperature","201507","2015M07","004","Casement","Degrees C","23.3"
"MTM02C4","Highest Temperature","201507","2015M07","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201507","2015M07","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201507","2015M07","007","Cork airport","Degrees C","20.7"
"MTM02C4","Highest Temperature","201507","2015M07","008","Dublin airport","Degrees C","23.4"
"MTM02C4","Highest Temperature","201507","2015M07","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201507","2015M07","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201507","2015M07","011","Malin head","Degrees C","21.4"
"MTM02C4","Highest Temperature","201507","2015M07","012","Mullingar","Degrees C","22.6"
"MTM02C4","Highest Temperature","201507","2015M07","013","Roches Point","Degrees C","20"
"MTM02C4","Highest Temperature","201507","2015M07","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201507","2015M07","015","Shannon airport","Degrees C","21.6"
"MTM02C4","Highest Temperature","201508","2015M08","001","Belmullet","Degrees C","19.1"
"MTM02C4","Highest Temperature","201508","2015M08","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201508","2015M08","003","Valentia Observatory","Degrees C","18.3"
"MTM02C4","Highest Temperature","201508","2015M08","004","Casement","Degrees C","23.2"
"MTM02C4","Highest Temperature","201508","2015M08","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201508","2015M08","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201508","2015M08","007","Cork airport","Degrees C","20.9"
"MTM02C4","Highest Temperature","201508","2015M08","008","Dublin airport","Degrees C","23.3"
"MTM02C4","Highest Temperature","201508","2015M08","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201508","2015M08","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201508","2015M08","011","Malin head","Degrees C","20.7"
"MTM02C4","Highest Temperature","201508","2015M08","012","Mullingar","Degrees C","22.2"
"MTM02C4","Highest Temperature","201508","2015M08","013","Roches Point","Degrees C","21.1"
"MTM02C4","Highest Temperature","201508","2015M08","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201508","2015M08","015","Shannon airport","Degrees C","22.8"
"MTM02C4","Highest Temperature","201509","2015M09","001","Belmullet","Degrees C","20.1"
"MTM02C4","Highest Temperature","201509","2015M09","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201509","2015M09","003","Valentia Observatory","Degrees C","19.5"
"MTM02C4","Highest Temperature","201509","2015M09","004","Casement","Degrees C","19.3"
"MTM02C4","Highest Temperature","201509","2015M09","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201509","2015M09","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201509","2015M09","007","Cork airport","Degrees C","18.1"
"MTM02C4","Highest Temperature","201509","2015M09","008","Dublin airport","Degrees C","17.3"
"MTM02C4","Highest Temperature","201509","2015M09","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201509","2015M09","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201509","2015M09","011","Malin head","Degrees C","19.4"
"MTM02C4","Highest Temperature","201509","2015M09","012","Mullingar","Degrees C","20.3"
"MTM02C4","Highest Temperature","201509","2015M09","013","Roches Point","Degrees C","18.2"
"MTM02C4","Highest Temperature","201509","2015M09","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201509","2015M09","015","Shannon airport","Degrees C","20.2"
"MTM02C4","Highest Temperature","201510","2015M10","001","Belmullet","Degrees C","18.6"
"MTM02C4","Highest Temperature","201510","2015M10","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201510","2015M10","003","Valentia Observatory","Degrees C","17.6"
"MTM02C4","Highest Temperature","201510","2015M10","004","Casement","Degrees C","18.1"
"MTM02C4","Highest Temperature","201510","2015M10","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201510","2015M10","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201510","2015M10","007","Cork airport","Degrees C","16.4"
"MTM02C4","Highest Temperature","201510","2015M10","008","Dublin airport","Degrees C","17.7"
"MTM02C4","Highest Temperature","201510","2015M10","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201510","2015M10","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201510","2015M10","011","Malin head","Degrees C","18.8"
"MTM02C4","Highest Temperature","201510","2015M10","012","Mullingar","Degrees C","18.5"
"MTM02C4","Highest Temperature","201510","2015M10","013","Roches Point","Degrees C","16.3"
"MTM02C4","Highest Temperature","201510","2015M10","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201510","2015M10","015","Shannon airport","Degrees C","17"
"MTM02C4","Highest Temperature","201511","2015M11","001","Belmullet","Degrees C","14.8"
"MTM02C4","Highest Temperature","201511","2015M11","002","Birr","Degrees C",""
"MTM02C4","Highest Temperature","201511","2015M11","003","Valentia Observatory","Degrees C","19.5"
"MTM02C4","Highest Temperature","201511","2015M11","004","Casement","Degrees C","16.4"
"MTM02C4","Highest Temperature","201511","2015M11","005","Claremorris","Degrees C",""
"MTM02C4","Highest Temperature","201511","2015M11","006","Clones","Degrees C",""
"MTM02C4","Highest Temperature","201511","2015M11","007","Cork airport","Degrees C","14.9"
"MTM02C4","Highest Temperature","201511","2015M11","008","Dublin airport","Degrees C","16.8"
"MTM02C4","Highest Temperature","201511","2015M11","009","Galway","Degrees C",""
"MTM02C4","Highest Temperature","201511","2015M11","010","Kilkenny","Degrees C",""
"MTM02C4","Highest Temperature","201511","2015M11","011","Malin head","Degrees C","16"
"MTM02C4","Highest Temperature","201511","2015M11","012","Mullingar","Degrees C","15.4"
"MTM02C4","Highest Temperature","201511","2015M11","013","Roches Point","Degrees C","15.7"
"MTM02C4","Highest Temperature","201511","2015M11","014","Rosslare","Degrees C",""
"MTM02C4","Highest Temperature","201511","2015M11","015","Shannon airport","Degrees C","16.2"
"MTM02C4","Highest Temperature","201512","2015M12","001","Belmullet","Degrees C","14.2"
